"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ai对话提问上传文件","60174","ai对话提问上传文件","aircases.test_ai_upload.air","Thu Jun 26 17:40:03 CST 2025","passed","Thu Jun 26 17:41:03 CST 2025","","test_ai_upload","",""
"批量移动，全选移动，最后执行","81044","批量移动，全选移动，最后执行","aircases.test_zbulk_operations.air","Thu Jun 26 19:21:14 CST 2025","passed","Thu Jun 26 19:22:35 CST 2025","","test_zbulk_operations","",""
"我的文档列表，列表有数据且超过一屏，上滑显示","4887","我的文档列表，列表有数据且超过一屏，上滑显示","aircases.test_reading.air","Thu Jun 26 18:56:44 CST 2025","passed","Thu Jun 26 18:56:48 CST 2025","","test_reading","",""
"新建二级文件夹删除（包含文件）恢复验证","77859","新建二级文件夹删除（包含文件）恢复验证","aircases.test_recycle_bin_recovery.air","Thu Jun 26 19:09:32 CST 2025","passed","Thu Jun 26 19:10:50 CST 2025","","test_recycle_bin_recovery","",""
"待办列表新增待办，选择日期，时间选无，并且进行编辑","44328","待办列表新增待办，选择日期，时间选无，并且进行编辑","aircases.test_agent.air","Thu Jun 26 17:19:14 CST 2025","passed","Thu Jun 26 17:19:58 CST 2025","","test_agent","",""
"上传五个文件中有五个上传成功后进入AI对话页面","48079","上传五个文件中有五个上传成功后进入AI对话页面","aircases.test_ai_upload.air","Thu Jun 26 17:44:06 CST 2025","passed","Thu Jun 26 17:44:54 CST 2025","","test_ai_upload","",""
"登录-手机号校验,手机号为空,输入非数字,输入高于11位数字,输入低于11位数字,输入11位格式不对的数字","72971","登录-手机号校验,手机号为空,输入非数字,输入高于11位数字,输入低于11位数字,输入11位格式不对的数字","aircases.test_login.air","Thu Jun 26 17:56:02 CST 2025","passed","Thu Jun 26 17:57:15 CST 2025","","test_login","",""
"AI助手对话详情页上传文件过程中返回会有test提示","52115","AI助手对话详情页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Thu Jun 26 17:33:11 CST 2025","passed","Thu Jun 26 17:34:03 CST 2025","","test_ai_upload","",""
"回收站列表右侧更多按钮彻底删除验证","44437","回收站列表右侧更多按钮彻底删除验证","aircases.test_recycle_bin_recovery.air","Thu Jun 26 19:11:52 CST 2025","passed","Thu Jun 26 19:12:36 CST 2025","","test_recycle_bin_recovery","",""
"按紧迫程度排序-待办-还有不到十天，再按创建时间排序","18678","按紧迫程度排序-待办-还有不到十天，再按创建时间排序","aircases.test_agent.air","Thu Jun 26 17:17:21 CST 2025","broken","Thu Jun 26 17:17:39 CST 2025","","test_agent","",""
"我的文档列表,docx格式文档内容为空可正常打开","31454","我的文档列表,docx格式文档内容为空可正常打开","aircases.test_reading.air","Thu Jun 26 18:56:48 CST 2025","broken","Thu Jun 26 18:57:20 CST 2025","","test_reading","",""
"录音时返回后，再进入该笔记","58754","录音时返回后，再进入该笔记","aircases.test_note_recording.air","Thu Jun 26 18:06:58 CST 2025","passed","Thu Jun 26 18:07:56 CST 2025","","test_note_recording","",""
"查看AI助手历史会话为时间倒序显示且仅展示问题首句","40267","查看AI助手历史会话为时间倒序显示且仅展示问题首句","aircases.test_ai_history.air","Thu Jun 26 17:29:45 CST 2025","passed","Thu Jun 26 17:30:25 CST 2025","","test_ai_history","",""
"笔记列表【更多】移动分组入口创建文件夹验证","73273","笔记列表【更多】移动分组入口创建文件夹验证","aircases.test_notes_create_folder.air","Thu Jun 26 18:43:34 CST 2025","passed","Thu Jun 26 18:44:47 CST 2025","","test_notes_create_folder","",""
"笔记页面-工具栏，手点工具栏","59871","笔记页面-工具栏，手点工具栏","aircases.test_note_tools.air","Thu Jun 26 18:31:50 CST 2025","passed","Thu Jun 26 18:32:50 CST 2025","","test_note_tools","",""
"语音输入模式下点击上传文件时会跳转到AI助手页","4746","语音输入模式下点击上传文件时会跳转到AI助手页","aircases.test_ai_history.air","Thu Jun 26 17:32:18 CST 2025","passed","Thu Jun 26 17:32:23 CST 2025","","test_ai_history","",""
"二维码自动生成验证","36113","二维码自动生成验证","aircases.test_share_note.air","Thu Jun 26 19:14:07 CST 2025","passed","Thu Jun 26 19:14:43 CST 2025","","test_share_note","",""
"登录-验证码校验","62912","登录-验证码校验","aircases.test_login.air","Thu Jun 26 17:57:15 CST 2025","passed","Thu Jun 26 17:58:18 CST 2025","","test_login","",""
"写作助手页上传文件过程中返回会有test提示","21756","写作助手页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Thu Jun 26 17:34:03 CST 2025","passed","Thu Jun 26 17:34:24 CST 2025","","test_ai_upload","",""
"使用AI助手上传不支持打开的文件后点击进行预览会有test提示","25887","使用AI助手上传不支持打开的文件后点击进行预览会有test提示","aircases.test_ai_upload.air","Thu Jun 26 17:38:24 CST 2025","passed","Thu Jun 26 17:38:50 CST 2025","","test_ai_upload","",""
"点击更多>编辑标签，跳转到编辑标签页,输入内容后点√后标签添加成功","66216","点击更多>编辑标签，跳转到编辑标签页,输入内容后点√后标签添加成功","aircases.test_note_tag.air","Thu Jun 26 18:10:24 CST 2025","passed","Thu Jun 26 18:11:31 CST 2025","","test_note_tag","",""
"回收站列表ui默认展示 ","8155","回收站列表ui默认展示 ","aircases.test_recycle_bin.air","Thu Jun 26 19:01:31 CST 2025","passed","Thu Jun 26 19:01:40 CST 2025","","test_recycle_bin","",""
"分屏后，滑动浏览页面，完整显示AI笔记 ","34839","分屏后，滑动浏览页面，完整显示AI笔记 ","aircases.test_notes_split_screen.air","Thu Jun 26 18:52:47 CST 2025","passed","Thu Jun 26 18:53:21 CST 2025","","test_notes_split_screen","",""
"重点关注列表有数据，一行最多显示26个字,编辑待办信息后排序不变","36550","重点关注列表有数据，一行最多显示26个字,编辑待办信息后排序不变","aircases.test_agent.air","Thu Jun 26 17:21:35 CST 2025","passed","Thu Jun 26 17:22:12 CST 2025","","test_agent","",""
"点击踩图标按钮，弹出反馈信息弹窗,在反馈弹窗中勾选选项、文本框输入内容","48961","点击踩图标按钮，弹出反馈信息弹窗,在反馈弹窗中勾选选项、文本框输入内容","aircases.test_ai.air","Thu Jun 26 17:25:15 CST 2025","passed","Thu Jun 26 17:26:04 CST 2025","","test_ai","",""
"重点关注列表,完成的未设日期的待办显示,完成的已设日期的待办显示,已完成的待办再点击左侧勾选","45226","重点关注列表,完成的未设日期的待办显示,完成的已设日期的待办显示,已完成的待办再点击左侧勾选","aircases.test_focus_on_agent.air","Thu Jun 26 17:50:33 CST 2025","passed","Thu Jun 26 17:51:19 CST 2025","","test_focus_on_agent","",""
"笔记列表同一分组下，文件夹移动至二级文件夹下验证","55293","笔记列表同一分组下，文件夹移动至二级文件夹下验证","aircases.test_ufolder_move.air","Thu Jun 26 19:15:33 CST 2025","passed","Thu Jun 26 19:16:28 CST 2025","","test_ufolder_move","",""
"标签页增加筛选结果可筛选出标签对应的笔记验证,所有标签（标签列表）支持长按显示悬浮菜单“重命名”“删除”按钮验证","137768","标签页增加筛选结果可筛选出标签对应的笔记验证,所有标签（标签列表）支持长按显示悬浮菜单“重命名”“删除”按钮验证","aircases.test_note_tag.air","Thu Jun 26 18:18:08 CST 2025","passed","Thu Jun 26 18:20:26 CST 2025","","test_note_tag","",""
"TODO: 填写描述","23660","TODO: 填写标题","aircases.test_note_page.air","Thu Jun 26 18:05:54 CST 2025","passed","Thu Jun 26 18:06:17 CST 2025","","test_note_page","",""
"完成未设日期的待办显示，完成已设日期的待办显示","47364","完成未设日期的待办显示，完成已设日期的待办显示","aircases.test_agent.air","Thu Jun 26 17:20:48 CST 2025","passed","Thu Jun 26 17:21:35 CST 2025","","test_agent","",""
"分屏后，滑动浏览页面，完整显示录音原文","39599","分屏后，滑动浏览页面，完整显示录音原文","aircases.test_notes_split_screen.air","Thu Jun 26 18:52:07 CST 2025","passed","Thu Jun 26 18:52:47 CST 2025","","test_notes_split_screen","",""
"已登录账号,阅读页面初始化，切换tab","10229","已登录账号,阅读页面初始化，切换tab","aircases.test_reading.air","Thu Jun 26 18:56:33 CST 2025","passed","Thu Jun 26 18:56:44 CST 2025","","test_reading","",""
"自定义模版删除后，其它已设置的笔记正常显示该模版","86094","自定义模版删除后，其它已设置的笔记正常显示该模版","aircases.test_note_template.air","Thu Jun 26 18:28:59 CST 2025","passed","Thu Jun 26 18:30:26 CST 2025","","test_note_template","",""
"无网络时开启录音","59123","无网络时开启录音","aircases.test_note_recording.air","Thu Jun 26 18:07:56 CST 2025","passed","Thu Jun 26 18:08:55 CST 2025","","test_note_recording","",""
"默认模版二次确认弹窗点击确认，默认模版设置生效校验","52177","默认模版二次确认弹窗点击确认，默认模版设置生效校验","aircases.test_note_template.air","Thu Jun 26 18:20:26 CST 2025","passed","Thu Jun 26 18:21:18 CST 2025","","test_note_template","",""
"新建二级文件夹删除（不包含文件）恢复验证","62393","新建二级文件夹删除（不包含文件）恢复验证","aircases.test_recycle_bin_recovery.air","Thu Jun 26 19:10:50 CST 2025","passed","Thu Jun 26 19:11:52 CST 2025","","test_recycle_bin_recovery","",""
"通过导入文件方式导入一个后再导入一个，查看排列顺序","88828","通过导入文件方式导入一个后再导入一个，查看排列顺序","aircases.test_reading.air","Thu Jun 26 18:57:28 CST 2025","passed","Thu Jun 26 18:58:57 CST 2025","","test_reading","",""
"笔记列表不同分组文件夹移动至其他分组（根目录）验证","44255","笔记列表不同分组文件夹移动至其他分组（根目录）验证","aircases.test_ufolder_move.air","Thu Jun 26 19:16:28 CST 2025","passed","Thu Jun 26 19:17:12 CST 2025","","test_ufolder_move","",""
"笔记列表不同分组文件夹移动至其他分组下二级文件夹目录验证（移动后该文件夹为第三级）","112599","笔记列表不同分组文件夹移动至其他分组下二级文件夹目录验证（移动后该文件夹为第三级）","aircases.test_ufolder_move.air","Thu Jun 26 19:17:12 CST 2025","passed","Thu Jun 26 19:19:05 CST 2025","","test_ufolder_move","",""
"已登录账号，导入到我的文档中的文件，退出登录后，仍然显示在我的文档中","99804","已登录账号，导入到我的文档中的文件，退出登录后，仍然显示在我的文档中","aircases.test_aalogin_data_auth.air","Thu Jun 26 17:11:54 CST 2025","passed","Thu Jun 26 17:13:33 CST 2025","","test_aalogin_data_auth","",""
"添加附件弹框显示,上传不同格式的文档 docx，查看并删除","39882","添加附件弹框显示,上传不同格式的文档 docx，查看并删除","aircases.test_note_tools.air","Thu Jun 26 18:36:42 CST 2025","passed","Thu Jun 26 18:37:22 CST 2025","","test_note_tools","",""
"输入对应笔记标题搜索后进入详情页","16489","输入对应笔记标题搜索后进入详情页","aircases.test_search.air","Thu Jun 26 19:12:36 CST 2025","passed","Thu Jun 26 19:12:53 CST 2025","","test_search","",""
"修改重点关注的待办日期，月份，年份，","25476","修改重点关注的待办日期，月份，年份，","aircases.test_focus_on_agent.air","Thu Jun 26 17:50:05 CST 2025","broken","Thu Jun 26 17:50:31 CST 2025","","test_focus_on_agent","",""
"修改待办内容,在弹窗中点击取消，关闭弹窗,修改待办部分内容，点击确定","36981","修改待办内容,在弹窗中点击取消，关闭弹窗,修改待办部分内容，点击确定","aircases.test_agent.air","Thu Jun 26 17:13:56 CST 2025","passed","Thu Jun 26 17:14:33 CST 2025","","test_agent","",""
"点击页面排序，弹出预览缩略视图，显示当前笔记的所有手写页面","35569","点击页面排序，弹出预览缩略视图，显示当前笔记的所有手写页面","aircases.test_note_page.air","Thu Jun 26 18:02:15 CST 2025","passed","Thu Jun 26 18:02:50 CST 2025","","test_note_page","",""
"添加附件弹框显示,上传不同格式的文档 pdf，查看并删除","26102","添加附件弹框显示,上传不同格式的文档 pdf，查看并删除","aircases.test_note_tools.air","Thu Jun 26 18:36:09 CST 2025","broken","Thu Jun 26 18:36:35 CST 2025","","test_note_tools","",""
"上传文件过程中网络异常弹出提示","61816","上传文件过程中网络异常弹出提示","aircases.test_ai_upload.air","Thu Jun 26 17:43:04 CST 2025","passed","Thu Jun 26 17:44:06 CST 2025","","test_ai_upload","",""
"修改待办日期，点击确定","26263","修改待办日期，点击确定","aircases.test_agent.air","Thu Jun 26 17:14:33 CST 2025","passed","Thu Jun 26 17:14:59 CST 2025","","test_agent","",""
"AI助手对话详情页上传文件过程中返回后点击确认","23449","AI助手对话详情页上传文件过程中返回后点击确认","aircases.test_ai_history.air","Thu Jun 26 17:29:22 CST 2025","passed","Thu Jun 26 17:29:45 CST 2025","","test_ai_history","",""
"批注截图列表，导出批注截图图片","43607","批注截图列表，导出批注截图图片","aircases.test_reading.air","Thu Jun 26 19:00:48 CST 2025","passed","Thu Jun 26 19:01:31 CST 2025","","test_reading","",""
"AI助手deep seek页打断对话,输入对话后立马点击暂停键打断对话，对话过程中点击暂停键打断对话，AI对话过程中连续多次打断对话","24628","AI助手deep seek页打断对话,输入对话后立马点击暂停键打断对话，对话过程中点击暂停键打断对话，AI对话过程中连续多次打断对话","aircases.test_ai_deepseek.air","Thu Jun 26 17:27:51 CST 2025","passed","Thu Jun 26 17:28:16 CST 2025","","test_ai_deepseek","",""
"ai回答输入框包括键盘输入，语音输入,点击输入框中语音图标热区，切换到语音输入","47704","ai回答输入框包括键盘输入，语音输入,点击输入框中语音图标热区，切换到语音输入","aircases.test_ai.air","Thu Jun 26 17:27:03 CST 2025","passed","Thu Jun 26 17:27:51 CST 2025","","test_ai","",""
"发言稿撰写页上传文件过程中返回会有test提示","30241","发言稿撰写页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Thu Jun 26 17:36:55 CST 2025","passed","Thu Jun 26 17:37:25 CST 2025","","test_ai_upload","",""
"TODO: 填写描述","47124","TODO: 填写标题","aircases.test_note_page.air","Thu Jun 26 18:05:06 CST 2025","passed","Thu Jun 26 18:05:54 CST 2025","","test_note_page","",""
"按紧迫程度排序-当前时间与待办时间不满24小时但过凌晨逾期待办，再按创建时间排序","12371","按紧迫程度排序-当前时间与待办时间不满24小时但过凌晨逾期待办，再按创建时间排序","aircases.test_agent.air","Thu Jun 26 17:17:05 CST 2025","broken","Thu Jun 26 17:17:18 CST 2025","","test_agent","",""
"笔记标签数量为10个限制超出后toast提示验证","161476","笔记标签数量为10个限制超出后toast提示验证","aircases.test_note_tag.air","Thu Jun 26 18:14:33 CST 2025","passed","Thu Jun 26 18:17:15 CST 2025","","test_note_tag","",""
"笔记列表，笔记批量删除，回收站可查看验证","58240","笔记列表，笔记批量删除，回收站可查看验证","aircases.test_recycle_bin.air","Thu Jun 26 19:03:14 CST 2025","passed","Thu Jun 26 19:04:12 CST 2025","","test_recycle_bin","",""
"笔记列表“全部笔记”tab下新建笔记删除在回收站恢复验证","68609","笔记列表“全部笔记”tab下新建笔记删除在回收站恢复验证","aircases.test_recycle_bin_recovery.air","Thu Jun 26 19:05:27 CST 2025","passed","Thu Jun 26 19:06:35 CST 2025","","test_recycle_bin_recovery","",""
"输入文件名称搜索","74027","输入文件名称搜索","aircases.test_search.air","Thu Jun 26 19:12:53 CST 2025","passed","Thu Jun 26 19:14:07 CST 2025","","test_search","",""
"全选删除，取消未删除，确认后全部删除，最后执行","77265","全选删除，取消未删除，确认后全部删除，最后执行","aircases.test_zbulk_operations.air","Thu Jun 26 19:22:35 CST 2025","passed","Thu Jun 26 19:23:52 CST 2025","","test_zbulk_operations","",""
"创建笔记输入文本，增加代办","57932","创建笔记输入文本，增加代办","aircases.test_agent.air","Thu Jun 26 17:18:03 CST 2025","passed","Thu Jun 26 17:19:01 CST 2025","","test_agent","",""
